target_id	length	eff_length	est_counts	tpm
FBtr0070129	869	684.133	156.885	12.8531
FBtr0070126	935	750.133	1133.23	84.6726
FBtr0070128	913	728.133	0	0
FBtr0070124	1472	1287.13	2.01638	0.0878037
FBtr0070127	1050	865.133	452.001	29.2833
FBtr0100530	1544	1359.13	7.75528	0.319816
FBtr0345314	826	641.133	904.336	79.058
FBtr0070123	1087	902.133	0	0
FBtr0070125	845	660.133	675.779	57.3769
FBtr0305494	2809	2624.13	6.14448e-006	1.31239e-007
FBtr0070898	1785	1600.13	151	5.28914
FBtr0076372	804	619.196	0	0
FBtr0083376	1088	903.133	522.84	32.4475
FBtr0337064	1216	1031.13	38.9246	2.1158
FBtr0333082	779	594.196	0	0
FBtr0333081	1394	1209.13	37.4834	1.73752
FBtr0076896	792	607.196	113.177	10.447
FBtr0343759	1362	1177.13	0	0
FBtr0070134	1236	1051.13	2	0.106644
FBtr0081133	2859	2674.13	401	8.40477
FBtr0084716	2511	2326.13	0	0
FBtr0333157	812	627.196	0	0
FBtr0073653	818	633.133	483	42.7579
FBtr0310000	4225	4040.13	0	0
FBtr0310001	5111	4926.13	1203.58	13.6941
FBtr0273391	3923	3738.13	0	0
FBtr0079344	4776	4591.13	0	0
FBtr0343867	5007	4822.13	17.9535	0.208677
FBtr0307033	5383	5198.13	2869.05	30.9353
FBtr0344520	3428	3243.13	0	0
FBtr0332869	727	542.196	0	0
FBtr0100555	3231	3046.13	9.51322	0.175042
FBtr0100880	291	118.207	276	130.867
FBtr0077015	920	735.133	1159	88.3653
FBtr0290083	1202	1017.13	24	1.32251
FBtr0334766	1110	925.133	0.983248	0.0595694
FBtr0303151	1687	1502.13	13.0168	0.485689
FBtr0087231	1682	1497.13	0.0334438	0.00125205
FBtr0087232	1683	1498.13	1367.97	51.1787
FBtr0074346	819	634.133	0	0
FBtr0073202	1947	1762.13	557	17.7166
FBtr0332429	472	288.057	0	0
FBtr0070682	696	511.196	744	81.5736
FBtr0087075	1378	1193.13	116	5.44921
FBtr0340004	2017	1832.13	42.2387	1.29217
FBtr0087339	1579	1394.13	19.8591	0.798399
FBtr0290211	640	455.335	2.09384e-008	2.57737e-009
FBtr0344291	631	446.335	702.139	88.171
FBtr0083632	970	785.133	641.815	45.8175
FBtr0304675	3624	3439.13	0	0
FBtr0076343	4274	4089.13	387.616	5.31294
FBtr0332249	2849	2664.13	0	0
FBtr0076210	1891	1706.13	846	27.7921
FBtr0333497	2167	1982.13	0	0
FBtr0333500	2649	2464.13	63.1478	1.43634
FBtr0333494	2593	2408.13	0	0
FBtr0333507	2913	2728.13	0	0
FBtr0333496	2039	1854.13	27.2379	0.823372
FBtr0333504	2886	2701.13	105.341	2.18583
FBtr0333509	5560	5375.13	0	0
FBtr0345690	7304	7119.13	0	0
FBtr0333506	1695	1510.13	0	0
FBtr0333502	4814	4629.13	0	0
FBtr0333495	4814	4629.13	0	0
FBtr0333508	3014	2829.13	0	0
FBtr0333503	3380	3195.13	0	0
FBtr0347552	5074	4889.13	1997.46	22.8986
FBtr0333505	3620	3435.13	451.444	7.36589
FBtr0333499	2188	2003.13	2.79757	0.0782771
FBtr0333498	2268	2083.13	0	0
FBtr0333501	7545	7360.13	812.457	6.18698
FBtr0333493	5029	4844.13	51.1254	0.591541
FBtr0345689	7646	7461.13	2.99389	0.0224903
FBtr0087085	896	711.133	0	0
FBtr0081328	2231	2046.13	65	1.78051
FBtr0081329	2105	1920.13	0	0
FBtr0081330	2163	1978.13	0	0
FBtr0306234	2310	2125.13	0	0
FBtr0071903	4682	4497.13	137	1.70745
FBtr0306684	5786	5601.13	5.68052e-006	5.68429e-008
FBtr0302596	5705	5520.13	272	2.76175
FBtr0307272	1406	1221.13	985	45.2103
FBtr0071072	1129	944.133	0	0
FBtr0072906	1300	1115.13	8752.07	439.894
FBtr0072908	1414	1229.13	161.298	7.3552
FBtr0072907	1574	1389.13	24.6366	0.994036
FBtr0072905	1698	1513.13	0	0
FBtr0346727	1248	1063.13	0	0
FBtr0089546	1998	1813.13	0	0
FBtr0089641	4635	4450.13	0	0
FBtr0343159	4518	4333.13	75.7005	0.979176
FBtr0343160	7965	7780.13	2215.42	15.9601
FBtr0308688	3668	3483.13	620.59	9.98618
FBtr0070794	3341	3156.13	0	0
FBtr0070795	4509	4324.13	1949.84	25.2734
FBtr0308689	3179	2994.13	742.27	13.8949
FBtr0081243	1196	1011.13	0	0
FBtr0331324	1357	1172.13	6	0.286905
FBtr0074002	2975	2790.13	68.6511	1.37907
FBtr0074001	3696	3511.13	13.9269	0.222316
FBtr0340433	3171	2986.13	54.422	1.02148
FBtr0070065	2110	1925.13	980	28.5318
FBtr0070064	2054	1869.13	0	0
FBtr0084008	1816	1631.13	141	4.845
FBtr0082924	1843	1658.13	0	0
FBtr0084758	807	622.196	1326	119.448
FBtr0307295	5425	5240.13	1969.03	21.0608
FBtr0307292	5251	5066.13	35.266	0.390161
FBtr0307294	6324	6139.13	80238.3	732.553
FBtr0307293	5425	5240.13	2517.79	26.9303
FBtr0307291	6331	6146.13	17671.6	161.153
FBtr0070109	5422	5237.13	0	0
FBtr0075346	3145	2960.13	286.353	5.42195
FBtr0333610	2227	2042.13	0	0
FBtr0344183	5389	5204.13	407.257	4.38616
FBtr0344177	3982	3797.13	125.925	1.85874
FBtr0344180	3939	3754.13	79.4384	1.186
FBtr0344176	2855	2670.13	1405.04	29.4931
FBtr0344184	4895	4710.13	106.167	1.26334
FBtr0344178	5393	5208.13	3827.69	41.1926
FBtr0344182	5562	5377.13	381.647	3.9781
FBtr0344181	3939	3754.13	79.4384	1.186
FBtr0344179	4331	4146.13	678.392	9.17069
FBtr0333909	1095	910.133	0	0
FBtr0076548	1113	928.133	0	0
FBtr0299561	856	671.133	0	0
FBtr0299560	845	660.133	0	0
FBtr0331686	579	394.415	0	0
FBtr0083328	569	384.415	0	0
FBtr0331685	518	333.594	0	0
FBtr0334332	2186	2001.13	196.833	5.51297
FBtr0081934	2064	1879.13	800.167	23.8664
FBtr0110941	5141	4956.13	1136.93	12.8574
FBtr0300996	1589	1404.13	4.07496	0.162659
FBtr0080693	730	545.196	477	49.0377
FBtr0290134	10901	10716.1	2197	11.491
FBtr0113233	663	478.196	0	0
FBtr0070445	1280	1095.13	0	0
FBtr0307159	1798	1613.13	323	11.2227
FBtr0336953	1755	1570.13	0	0
FBtr0082323	1377	1192.13	52	2.4448
FBtr0089329	1986	1801.13	2422	75.369
FBtr0085149	1072	887.133	0	0
FBtr0080391	1048	863.133	90	5.84425
FBtr0334761	1814	1629.13	0	0
FBtr0100125	905	720.133	0	0
FBtr0305263	953	768.133	0	0
FBtr0334762	1121	936.133	0	0
FBtr0080389	1849	1664.13	0	0
FBtr0080390	1765	1580.13	0	0
FBtr0081744	1864	1679.13	0	0
FBtr0085056	1002	817.133	0	0
FBtr0085055	1066	881.133	0	0
FBtr0343829	4010	3825.13	0	0
FBtr0081080	3783	3598.13	985	15.3435
FBtr0081701	830	645.133	0	0
FBtr0087952	2048	1863.13	163	4.90352
FBtr0273406	514	329.627	0	0
FBtr0305913	1650	1465.13	0	0
FBtr0273320	1409	1224.13	0	0
FBtr0305958	822	637.133	2	0.17594
FBtr0112367	401	218.73	0	0
FBtr0073208	1072	887.133	3	0.189538
FBtr0074260	997	812.133	0	0
FBtr0070832	957	772.133	0	0
FBtr0113156	1331	1146.13	9.84642	0.481512
FBtr0076360	596	411.335	26.3162	3.58585
FBtr0083546	1468	1283.13	0	0
FBtr0081965	1575	1390.13	1273	51.3259
FBtr0304865	4033	3848.13	27073.4	394.327
FBtr0304867	4472	4287.13	18177.6	237.648
FBtr0078662	2088	1903.13	1778.86	52.3885
FBtr0114518	2144	1959.13	0	0
FBtr0078664	2368	2183.13	54.5783	1.40121
FBtr0078661	2289	2104.13	198.898	5.29812
FBtr0078663	2209	2024.13	451.666	12.5067
FBtr0308064	274	104.62	0	0
FBtr0333547	2505	2320.13	0	0
FBtr0333546	2211	2026.13	0	0
FBtr0070027	2221	2036.13	0	0
FBtr0082315	2659	2474.13	79.453	1.79991
FBtr0112789	3223	3038.13	21.547	0.397507
FBtr0300704	1885	1700.13	307.087	10.1238
FBtr0113705	2134	1949.13	63.4004	1.82312
FBtr0344847	1907	1722.13	124.856	4.06356
FBtr0300702	1875	1690.13	0.843137	0.0279603
FBtr0300703	2196	2011.13	102.623	2.86001
FBtr0113704	2144	1959.13	142.191	4.06791
FBtr0344118	2561	2376.13	0	0
FBtr0084910	2101	1916.13	0	0
FBtr0084911	2164	1979.13	0.000368448	1.04344e-005
FBtr0300819	2782	2597.13	0	0
FBtr0300820	2422	2237.13	0	0
FBtr0084909	2566	2381.13	1165	27.4225
FBtr0084869	1894	1709.13	0	0
FBtr0089712	3679	3494.13	1443.05	23.1476
FBtr0339820	4100	3915.13	3639.97	52.1093
FBtr0339819	3461	3276.13	113.986	1.95008
FBtr0303415	4077	3892.13	0	0
FBtr0331996	4411	4226.13	73.8509	0.979438
FBtr0331997	4647	4462.13	1204.15	15.1252
FBtr0301019	4389	4204.13	0	0
FBtr0100327	2981	2796.13	0	0
FBtr0343641	3426	3241.13	0	0
FBtr0071757	4409	4224.13	121.448	1.61145
FBtr0308239	4638	4453.13	3790.55	47.7091
